compound_name,SMILES
ropizine,Cc1cccc(/C=N\N2CCN(C(c3ccccc3)c3ccccc3)CC2)n1
nefiracetam,Cc1cccc(C)c1NC(=O)CN1CCCC1=O
ameltolide,Cc1cccc(C)c1NC(=O)c1ccc(N)cc1
xylazine,Cc1cccc(C)c1NC1=NCCCS1
detomidine,Cc1cccc(Cc2cnc[nH]2)c1C
ralitoline,Cc1cccc(Cl)c1NC(=O)/C=C1\SCC(=O)N1C
toloxatone,Cc1cccc(N2CC(CO)OC2=O)c1
tolpiprazole,Cc1cccc(N2CCN(CCc3cc(C)[nH]n3)CC2)c1
ifoxetine,Cc1cccc(O[C@H]2CCNC[C@H]2O)c1C
org4428,Cc1cccc2c1Oc1ccccc1[C@@]1(O)CCN(C)C[C@H]21
org32104,Cc1cccc2c1Oc1ccccc1[C@@]1(O)CCNC[C@H]21
piriqualone,Cc1ccccc1-n1c(/C=C/c2ccccn2)nc2ccccc2c1=O
morphine,Cc1ccccc1-n1c(C)nc2ccccc2c1=O
toprilidine,Cc1ccccc1N1CCN(CCCOc2ccccn2)CC1
toloxychlorinol,Cc1ccccc1OCC(COC(O)C(Cl)(Cl)Cl)OC(O)C(Cl)(Cl)Cl
tigabine,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C
stavudine,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O
,Cc1cn[o+]c(C([NH])CC(C)C(C)(C)N(C(C)(C)C)C(C)(N)N)c1O
tienocarbine,Cc1csc2ccc3[nH]c4c(c3c12)CN(C)CC4
ocaperidone,Cc1nc2c(C)cccn2c(=O)c1CCN1CCC(c2noc3cc(F)ccc23)CC1
mecloqualone,Cc1nc2ccccc2c(=O)n1-c1ccccc1Cl
setoperone,Cc1nc2n(c(=O)c1CCN1CCC(C(=O)c3ccc(F)cc3)CC1)CCS2
9-oh-risperidone,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCC[C@H]2O
batelapine,Cc1nc2n(n1)C(N1CCN(C)CC1)=Nc1ccccc1C2
pyritinol,Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O
ornidazole,Cc1ncc([N+](=O)[O-])n1CC(O)CCl
harman,Cc1nccc2c1[nH]c1ccccc12
efetozole,Cc1nccn1C(C)c1ccccc1
modaline,Cc1nccnc1N1CCCCC1
clomethiazole,Cc1ncsc1CCCl
zometapine,Cc1nn(C)c2c1C(c1cccc(Cl)c1)=NCCN2
zolazepam,Cc1nn(C)c2c1C(c1ccccc1F)=NCC(=O)N2C
zomebazam,Cc1nn(C)c2c1N(c1ccccc1)C(=O)CC(=O)N2C
brotizolam,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2
difencloxazine,Clc1ccc(C(OCCN2CCOCC2)c2ccccc2)cc1
lorcinadol,Clc1ccc(N2CCN(C/C=C/c3ccccc3)CC2)nn1
fenmetozole,Clc1ccc(OCC2=NCCN2)cc1Cl
spiclamine,Clc1ccc([C@@H]2[C@H]3CC[C@@H](C3)C23CCC(N2CCOCC2)=N3)cc1
nuclotixene,Clc1ccc2c(c1)/C(=C/C1CN3CCC1CC3)c1ccccc1S2
estazolam,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2
7-k10,Clc1ccc2c(c1)[C@H]1CCNC[C@@H]1c1ccccc1O2
org30526,Clc1ccc2c(c1)[C@H]1CNC[C@H]1c1ccccc1O2
clidafidine,Clc1cccc(Cl)c1NC1=NCCO1
ciclotizolam,Clc1ccccc1C1=NCc2nnc(C3CCCCC3)n2-c2sc(Br)cc21
lesopitron,Clc1cnn(CCCCN2CCN(c3ncccn3)CC2)c1
tameridone,Cn1c(=O)c2c(ncn2CCN2CCC(c3c[nH]c4ccccc34)CC2)n(C)c1=O
enpiprazole,Cn1cc(CCN2CCN(c3ccccc3Cl)CC2)cn1
suritozole,Cn1nc(-c2cccc(F)c2)n(C)c1=S
fepitrizol,Cn1nc(-c2cccnc2)nc1-c1ccccc1CO
cryofluorane,FC(F)(Cl)C(F)(F)Cl
"1,1,1-trifluro-2-chloroethane",FC(F)(F)CCl
cyclophenazine,FC(F)(F)c1ccc2c(c1)N(CCCN1CCN(C3CC3)CC1)c1ccccc1S2
oxaflumazine,FC(F)(F)c1ccc2c(c1)N(CCCN1CCN(CCC3OCCCO3)CC1)c1ccccc1S2
xaliproden,FC(F)(F)c1cccc(C2=CCN(CCc3ccc4ccccc4c3)CC2)c1
lorpiprazole,FC(F)(F)c1cccc(N2CCN(CCc3nnc4n3C[C@H]3CCC[C@@H]43)CC2)c1
norflurane,FCC(F)(F)F
elopiprazole,Fc1ccc(-c2ccc(CN3CCN(c4cccc5ccoc45)CC3)[nH]2)cc1
difluanine(difluanazine),Fc1ccc(C(CCCN2CCN(CCNc3ccccc3)CC2)c2ccc(F)cc2)cc1
paroxetine,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1
gevotroline,Fc1ccc2[nH]c3c(c2c1)CN(CCCc1cccnc1)CC3
carvotroline,Fc1ccc2[nH]c3c(c2c1)CN(CCc1ccncc1)CC3
romifidine,Fc1cccc(Br)c1NC1=NCCN1
quazepam,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21
fletazepam,Fc1ccccc1C1=NCCN(CC(F)(F)F)c2ccc(Cl)cc21
piritramide,N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1
cinolazepam,N#CCCN1C(=O)C(O)N=C(c2ccccc2F)c2cc(Cl)ccc21
bazinaprine,N#Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1
savoxepin,N#Cc1ccc2c(c1)C1=C(CCN(CC3CCCC3)CC1)c1ccccc1O2
pericyazine,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2
nitrafudam,N=C(N)c1ccc(-c2ccccc2[N+](=O)[O-])o1
trizoxime,N=C(N=O)c1[nH][nH]c2ccccc2n(Cc2ccccc2)c1O
timirdine,N=C1SCCN1c1ccc(Cl)cc1N
pipamperone,NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1
clocapramine,NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccc(Cl)cc32)CC1
carpipramine,NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccccc32)CC1
oxanamide,NC(=O)C1CCCCO1
cyheptamide,NC(=O)C1c2ccccc2CCc2ccccc21
doliracetam,NC(=O)CN1C(=O)C(c2ccccc2)c2ccccc21
paraxazone,NC(=O)CN1C(=O)COc2ccccc21
oxiracetam,NC(=O)CN1CC(O)CC1=O
piracetam,NC(=O)CN1CCCC1=O
caroxazone,NC(=O)CN1Cc2ccccc2OC1=O
modafinil,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1
dezinamide,NC(=O)N1CC(Oc2cccc(C(F)(F)F)c2)C1
oxcarbazepine,NC(=O)N1c2ccccc2CC(=O)c2ccccc21
phenacemide,NC(=O)NC(=O)Cc1ccccc1
fluprazine,NC(=O)NCCN1CCN(c2cccc(C(F)(F)F)c2)CC1
chlorphenesin carbamate,NC(=O)OCC(O)COc1ccc(Cl)cc1
phenprobamate,NC(=O)OCCCc1ccccc1
robalzotan,NC(=O)c1ccc(F)c2c1C[C@@H](N(C1CCC1)C1CCC1)CO2
nicotinamide,NC(=O)c1cccnc1
rufinamide,NC(=O)c1cn(Cc2c(F)cccc2F)nn1
m-xylene,NC(=O)c1cnccn1
5-hydroxytryptophan,NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O
guanoxyfen,NC(N)=NCCCOc1ccccc1
oxacillin,NC(N)=Nc1nc(-c2ccccc2)cs1
mofegiline,NC/C(=C/F)CCc1ccc(F)cc1
ornidazole,NC12CC3CC(CC(C3)C1)C2
pemoline,N=C1NC(=O)C(c2ccccc2)O1
midaflur,NC1=NC(C(F)(F)F)(C(F)(F)F)NC1(C(F)(F)F)C(F)(F)F
2-phenylcyclopentanamine,NC1CCCC1c1ccccc1
dl-cycloserine,NC1CONC1=O
trovafloxacin,NC1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@H]12
nebracetam,NCC1CC(=O)N(Cc2ccccc2)C1
seproxetine,NCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
y-g16,NCCc1nccs1
fosenazide,NNC(=O)CP(=O)(c1ccccc1)c1ccccc1
cimemoxin,NNCC1CCCCC1
zonisamide,NS(=O)(=O)Cc1noc2ccccc12
4-sulfamoylbenzoic acid,NS(=O)(=O)c1ccc(C(=O)O)cc1
suclofenide,NS(=O)(=O)c1ccc(N2C(=O)CC(c3ccccc3)C2=O)c(Cl)c1
sulthiame(sultiame),NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1
l-tryptophan,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
48264-ep2275420a1,N[C@@H]1C[C@H]1c1ccccc1
"tacrine, cognex",Nc1c2c(nc3ccccc13)CCCC2
velnacrine,Nc1c2c(nc3ccccc13)CCCC2O
pancopride,Nc1cc(OCC2CC2)c(C(=O)NC2CN3CCC2CC3)cc1Cl
azabon,Nc1ccc(S(=O)(=O)N2CC3CCC(CC3)C2)cc1
amphenidone,Nc1cccc(-n2ccccc2=O)c1
buciclovir,Nc1nc2c(ncn2CC[C@@H](O)CO)c(=O)[nH]1
folic acid,Nc1nc2ncc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)nc2c(=O)[nH]1
desciclovir,Nc1ncc2ncn(COCCO)c2n1
centazolone,Nn1cnc2cc3ccccc3cc2c1=O
ilepcimide,O=C(/C=C/c1ccc2c(c1)OCO2)N1CCCCC1
pazinaclone,O=C(CC1c2ccccc2C(=O)N1c1ccc2ccc(Cl)nc2n1)N1CCC2(CC1)OCCO2
nonaperone,O=C(CCCN1CC2CCC(CC2)C1)c1ccc(F)cc1
droperidol,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
cloroperone,O=C(CCCN1CCC(C(=O)c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
lenperone,O=C(CCCN1CCC(C(=O)c2ccc(F)cc2)CC1)c1ccc(F)cc1
clofluperol,O=C(CCCN1CCC(O)(c2ccc(Cl)c(C(F)(F)F)c2)CC1)c1ccc(F)cc1
trifluperidol,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1
benperidol,O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
timiperone,O=C(CCCN1CCC(n2c(=S)[nH]c3ccccc32)CC1)c1ccc(F)cc1
fluspiperone,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccc(F)cc1)c1ccc(F)cc1
fenaperone,O=C(CCCN1CCN(C(=O)OC2CCCCC2)CC1)c1ccc(F)cc1
cinuperone,O=C(CCCN1CCN(c2cc3ccccc3cn2)CC1)c1ccc(F)cc1
azaperone,O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1
azabuperone,O=C(CCCN1CCN2CCCC2C1)c1ccc(F)cc1
biriperone,O=C(CCCN1CCN2Cc3[nH]c4ccccc4c3CC2C1)c1ccc(F)cc1
fenaclon,O=C(CCCl)NCCc1ccccc1
beclamide,O=C(CCCl)NCc1ccccc1
ftorpropazine,O=C(CCN1CCN(CCO)CC1)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21
nialamide,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1
"morphinan-3-ol, 17-(2-oxo-2-phenylethyl)-",O=C(CN1CCC23CCCCC2C1Cc1ccc(O)cc13)c1ccccc1
dupracetam,O=C(CN1CCCC1=O)NNC(=O)CN1CCCC1=O
omiloxetine,O=C(CN1CC[C@H](c2ccc(F)cc2)[C@@H](COc2ccc3c(c2)OCO3)C1)c1ccc(F)cc1
fipexide,O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1
adafenoxate,O=C(COc1ccc(Cl)cc1)OCCNC12CC3CC(CC(C3)C1)C2
brl52656,O=C(Cc1ccc(C(F)(F)F)cc1)N1CCCC[C@H]1CN1CCCC1
brl-52537,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCCC[C@H]1CN1CCCC1
chembl68441,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2ccccc2[C@H]1CN1CCCC1
chembl70762,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2occc2[C@H]1CN1CCCC1
gr91272,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2occc2[C@H]1CN1CC[C@@H](O)C1
chembl411088,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2sccc2[C@H]1CN1CCCC1
sb201708,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCn2ccnc2[C@H]1CN1CCCC1
sb204484,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCn2ncnc2[C@H]1CN1CCCC1
nafimidone,O=C(Cn1ccnc1)c1ccc2ccccc2c1
panuramine,O=C(NC(=O)c1ccccc1)NC1CCN(Cc2ccc3ccccc3c2)CC1
eprobemide,O=C(NCCCN1CCOCC1)c1ccc(Cl)cc1
halopemide,O=C(NCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1)c1ccc(F)cc1
adatanserin,O=C(NCCN1CCN(c2ncccn2)CC1)C12CC3CC(CC(C3)C1)C2
teflurane,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1
dopamantine,O=C(NCCc1ccc(O)c(O)c1)C12CC3CC(CC(C3)C1)C2
buramate,O=C(NCc1ccccc1)OCCO
triclacetamol,O=C(Nc1ccc(O)cc1)C(Cl)(Cl)Cl
cyclarbamate,O=C(Nc1ccccc1)OCC1(COC(=O)Nc2ccccc2)CCCC1
carmantadine,O=C(O)C1CCN1C12CC3CC(CC(C3)C1)C2
bioepiderm,O=C(O)CCCCC1SCC2NC(=O)NC21
survector,O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21
alrestatin,O=C(O)CN1C(=O)c2cccc3cccc(c23)C1=O
mesna,O=C(O)P(=O)(O)O
kynurenic acid,O=C(O)c1cc(=O)c2ccccc2[nH]1
chromocarb,O=C(O)c1cc(=O)c2ccccc2o1
phenyl-salicylate,O=C(O)c1ccccc1Oc1ccccc1
benzoclidine,O=C(OC1CN2CCC1CC2)c1ccccc1
clorethate,O=C(OCC(Cl)(Cl)Cl)OCC(Cl)(Cl)Cl
piperilate,O=C(OCCN1CCCCC1)C(O)(c1ccccc1)c1ccccc1
befuraline,O=C(c1cc2ccccc2o1)N1CCN(Cc2ccccc2)CC1
duoperone,O=C(c1ccc(F)cc1)C1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
milenperone,O=C(c1ccc(F)cc1)C1CCN(CCCn2c(=O)[nH]c3cc(Cl)ccc32)CC1
declenperone,O=C(c1ccc(F)cc1)C1CCN(CCCn2c(=O)[nH]c3ccccc32)CC1
piberaline,O=C(c1ccccn1)N1CCN(Cc2ccccc2)CC1
ocinaplon,O=C(c1ccccn1)c1cnn2c(-c3ccncc3)ccnc12
nicopholine,O=C(c1cccnc1)N1CCOCC1
mirfentanil,O=C(c1ccco1)N(c1cnccn1)C1CCN(CCc2ccccc2)CC1
doxefazepam,O=C1C(O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CCO
brosuximide,O=C1CC(c2cccc(Br)c2)C(=O)N1
tiospirone,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1
binospirone,O=C1CC2(CCCC2)CC(=O)N1CCNCC1COc2ccccc2O1
sunepitron,O=C1CCC(=O)N1CC1CCC2CN(c3ncccn3)CCN2C1
rolicyprine,O=C1CCC(C(=O)NC2CC2c2ccccc2)N1
taglutimide(biglumide),O=C1CCC(N2C(=O)C3C4CCC(C4)C3C2=O)C(=O)N1
cinperene,O=C1CCC(c2ccccc2)(C2CCN(C/C=C/c3ccccc3)CC2)C(=O)N1
alonimid,O=C1CCC2(CCC(=O)c3ccccc32)C(=O)N1
rolziracetam,O=C1CCC2CCC(=O)N12
rofelodine,O=C1CCN=C2CC(c3ccccc3)CN12
lofendazam,O=C1CCNc2ccc(Cl)cc2N1c1ccccc1
naltrexone,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
fasoracetam,O=C1CC[C@H](C(=O)N2CCCCC2)N1
ketorfanol,O=C1CC[C@H]2[C@H]3Cc4cccc(O)c4[C@@]2(CCN3CC2CC2)C1
"aripiprazole, abilify",O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1
cebaracetam,O=C1CN(C(=O)CN2CC(c3ccc(Cl)cc3)CC2=O)CCN1
demoxepam,O=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1
dimiracetam,O=C1CN2C(=O)CCC2N1
cloxazolam,O=C1CN2CCOC2(c2ccccc2Cl)c2cc(Cl)ccc2N1
haloxazolam,O=C1CN2CCOC2(c2ccccc2F)c2cc(Br)ccc2N1
flutazolam,O=C1CN2CCOC2(c2ccccc2F)c2cc(Cl)ccc2N1CCO
nortetrazepam,O=C1CN=C(C2=CCCCC2)c2cc(Cl)ccc2N1
bentazepam,O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1
halazepam,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F
prazepam,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1
iclazepam,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CCOCC1CC1
delorazepam,O=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1
clonazepam,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1
proflazepam,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(O)CO
flutoprazepam,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC1CC1
bromazepam,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1
reclazepam,O=C1COC(N2CCN=C(c3ccccc3Cl)c3cc(Cl)ccc32)=N1
spiclomazine,O=C1CSC2(CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)N1
schembl499258,O=C1C[C@H]2SC(C3(O)CN4C(=O)C[C@H]4S3)CN12
ziprasidone,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1
triclodazol,O=C1N(C(O)C(Cl)(Cl)Cl)CNC1(c1ccccc1)c1ccccc1
linopirdine,O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1
cyclazodone,O=C1NC(=NC2CC2)OC1c1ccccc1
prazitone,O=C1NC(=O)C(CC2CCCCN2)(c2ccccc2)C(=O)N1
tetrantoin,O=C1NC(=O)C2(CCc3ccccc3C2)N1
cyproximide(ciproximide),O=C1NC(=O)C2(c3ccc(Cl)cc3)CC12
chlorthenoxazine,O=C1NC(CCCl)Oc2ccccc21
fosphenytoin,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O
mosapramine,O=C1NC2CCCCN2C12CCN(CCCN1c3ccccc3CCc3ccc(Cl)cc31)CC2
supidimide,O=C1NCCCC1N1C(=O)c2ccccc2S1(=O)=O
schembl11222377,O=C1NCCN1C1CCN(CCC2COc3ccccc3O2)CC1
sertindole,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1
tenilsetam,O=C1NCCNC1c1cccs1
spiroxatrine,O=C1NCN(c2ccccc2)C12CCN(CC1COc3ccccc3O1)CC2
fluspirilene,O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2
spiramide,O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2
doxenitoin,O=C1NCNC1(c1ccccc1)c1ccccc1
lopirazepam,O=C1Nc2ccc(Cl)nc2C(c2ccccc2Cl)=NC1O
furomazine,O=C1OCCC1C1(O)CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
perospirone,O=C1[C@H]2CCCC[C@H]2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1
tandospirone,O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1CCCCN1CCN(c2ncccn2)CC1
zalospirone,O=C1[C@H]2[C@H]3C=C[C@H]([C@@H]4C=C[C@@H]43)[C@H]2C(=O)N1CCCCN1CCN(c2ncccn2)CC1
ipsapirone,O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1
revospirone,O=C1c2ccccc2S(=O)(=O)N1CCCN1CCN(c2ncccn2)CC1
lomustine,O=NN(CCCl)C(=O)NC1CCCCC1
licostinel,O=c1[nH]c2cc(Cl)c(Cl)c([N+](=O)[O-])c2[nH]c1=O
axamozide,O=c1[nH]c2cc(Cl)ccc2n1C1CCN(CC2COc3ccccc3O2)CC1
clopimozide,O=c1[nH]c2cc(Cl)ccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
chlorzoxazone,O=c1[nH]c2cc(Cl)ccc2o1
cloperidone,O=c1[nH]c2ccccc2c(=O)n1CCCN1CCN(c2cccc(Cl)c2)CC1
balaperidone,O=c1[nH]c2ccccc2c(=O)n1CCN1C[C@H]2C[C@H](c3ccc(F)cc3)[C@H]2C1
maprotiline,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
neflumozide,O=c1[nH]c2ccccc2n1C1CCN(CCCc2noc3cc(F)ccc23)CC1
oxiperomide,O=c1[nH]c2ccccc2n1C1CCN(CCOc2ccccc2)CC1
gaboxadol,O=c1[nH]oc2c1CCNC2
pyridazinone,O=c1cc[nH]nc1
58-96-8,O=c1ccn(C2OC(CO)C(O)C2O)c(=O)[nH]1
"1,1,2-tribromoethanol",OC(Br)(Br)CBr
dazadrol,OC(C1=NCCN1)(c1ccc(Cl)cc1)c1ccccn1
flutroline,OC(CCCN1CCc2c(c3cc(F)ccc3n2-c2ccc(F)cc2)C1)c1ccc(F)cc1
procyclidine hydrochloride,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1
perisoxal,OC(CN1CCCCC1)c1cc(-c2ccccc2)on1
denzimol,OC(Cn1ccnc1)c1ccc(CCc2ccccc2)cc1
chloralhydrate,OC(O)C(Cl)(Cl)Cl
petrichloral,OC(OCC(COC(O)C(Cl)(Cl)Cl)(COC(O)C(Cl)(Cl)Cl)COC(O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl
cyprolidol,OC(c1ccccc1)(c1ccccc1)C1CC1c1ccncc1
pipradrol,OC(c1ccccc1)(c1ccccc1)C1CCCCN1
azacyclonol,OC(c1ccccc1)(c1ccccc1)C1CCNCC1
penfluridol,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
mazindol,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21
ciclazindol,OC1(c2cccc(Cl)c2)C2=NCCCN2c2ccccc21
endixaprine,OC1CCN(c2ccc(-c3ccc(Cl)cc3Cl)nn2)CC1
lodaxaprine,OC1CCN(c2ccc(-c3ccccc3Cl)nn2)CC1
celucloral,OC1OC(COCCOC(O)C(Cl)(Cl)Cl)C(OC2OC(COCCOCCOC(O)C(Cl)(Cl)Cl)CC(OC(O)C(Cl)(Cl)Cl)C2O)C(OCCOCCOC(O)C(Cl)(Cl)Cl)C1O
penthrichloral,OCC1(CO)COC(C(Cl)(Cl)Cl)OC1
piflutixol,OCCC1CCN(CC/C=C2\c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1
xanthiol,OCCCN1CCN(CCCC2c3ccccc3Sc3ccc(Cl)cc32)CC1
homopipramol,OCCN1C=CN(CCCN2c3ccccc3C=Cc3ccccc32)C=CC1
homophenazine,OCCN1CCCN(CCCN2c3ccccc3Sc3cc(C(F)(F)F)ccc32)CC1
homofenazine,OCCN1CCCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
pinoxepin,OCCN1CCN(CC/C=C2/c3ccccc3COc3ccc(Cl)cc32)CC1
flupentixol,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
clopenthixol/zuclopenthixol,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1
teflutixol,OCCN1CCN(CCCC2c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1
flutizenol,OCCN1CCN(CCCN2c3cc(C(F)(F)F)ccc3Sc3sccc32)CC1
opipramol,OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1
cloxypendyl,OCCN1CCN(CCCN2c3ccccc3Sc3cc(Cl)cnc32)CC1
tefludazine,OCCN1CCN([C@@H]2C[C@@H](c3ccc(F)cc3)c3ccc(C(F)(F)F)cc32)CC1
flupimazine,OCCOC1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
etodroxizine,OCCOCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
chloralose,OC[C@@H](O)[C@H]1OC2O[C@H](C(Cl)(Cl)Cl)O[C@@H]2[C@H]1O
pentostatin,OC[C@H]1O[C@@H](n2cnc3c2NC=NC[C@H]3O)C[C@@H]1O
benzyl alcohol,OCc1ccccc1
salicin,OCc1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
cyprazepam,ON1CC(=NCC2CC2)N=c2ccc(Cl)cc2=C1c1ccccc1
roxindole mesylate,Oc1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1
"morphinan-3-ol, 17-(2-phenylethyl)-",Oc1ccc2c(c1)C13CCCCC1C(C2)N(CCc1ccccc1)CC3
norlevorphanol,Oc1ccc2c(c1)C13CCCCC1C(C2)NCC3
proxorphan,Oc1ccc2c(c1)C13CCN(CC4CC4)C(C2)C1CCOC3
oxilorphan,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CC1)CC3
butorphanol,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3
normorphine,Oc1ccc2c3c1OC1C(O)C=CC4C(C2)NCCC341
nalbuphine,Oc1ccc2c3c1OC1C(O)CCC4(O)C(C2)N(CC2CCC2)CCC314
fenadiazole,Oc1ccccc1-c1nnco1
tifemoxone,S=C1NCCC(COc2ccccc2)O1
azidamfenicol,[N-]=[N+]=NCC(=O)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1
eltoprazine,c1cc2c(c(N3CCNCC3)c1)OCCO2
pipequaline,c1ccc(-c2cc(CCC3CCNCC3)c3ccccc3n2)cc1
perafensine,c1ccc(-c2nc(N3CCNCC3)cc3ccccc23)cc1
dexoxadrol,c1ccc(C2(c3ccccc3)OC[C@H]([C@@H]3CCCCN3)O2)cc1
napitane,c1ccc(C2CCN(CC3CCCc4c3ccc3c4OCO3)C2)cc1
deximafen (imafen),c1ccc(C2CN=C3NCCN32)cc1
fenharmane,c1ccc(CC2NCCc3c2[nH]c2ccccc32)cc1
benzindopyrine hydrochloride,c1ccc(Cn2cc(CCc3ccncc3)c3ccccc32)cc1
dexamisole,c1ccc([C@@H]2CN3CCSC3=N2)cc1
