drug_name,max_phase,molecule_type,therapeutic_flag,target_chembl_id,target_name,target_gene,mechanism
DOXYCYCLINE CALCIUM,4,Small molecule,1,,Neutrophil collagenase,MMP8,INHIBITOR
DOXYCYCLINE HYCLATE,4,Small molecule,1,,Bacterial 70S ribosome,ykgO,INHIBITOR
DOXYCYCLINE HYCLATE,4,Small molecule,1,,Collagenase 3,MMP13,INHIBITOR
DOXYCYCLINE HYCLATE,4,Small molecule,1,,Interstitial collagenase,MMP1,INHIBITOR
DOXYCYCLINE HYCLATE,4,Small molecule,1,,Matrilysin,MMP7,INHIBITOR
DOXYCYCLINE HYCLATE,4,Small molecule,1,,Neutrophil collagenase,MMP8,INHIBITOR
DOXYLAMINE SUCCINATE,4,Small molecule,1,,Histamine H1 receptor,HRH1,ANTAGONIST
DROMOSTANOLONE PROPIONATE,4,Small molecule,1,,Androgen receptor,AR,AGONIST
DRONABINOL,4,Small molecule,1,,Cannabinoid receptor 1,CNR1,AGONIST
DRONEDARONE HYDROCHLORIDE,4,Small molecule,1,,Inward rectifier potassium channel 2,KCNJ2,BLOCKER
DRONEDARONE HYDROCHLORIDE,4,Small molecule,1,,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4,HCN4,BLOCKER
DRONEDARONE HYDROCHLORIDE,4,Small molecule,1,,Sodium channel alpha subunit,SCN9A,BLOCKER
DRONEDARONE HYDROCHLORIDE,4,Small molecule,1,,Voltage-gated L-type calcium channel,CACNA1S,BLOCKER
DROPERIDOL,4,Small molecule,1,,5-hydroxytryptamine receptor 2A,HTR2A,ANTAGONIST
DROPERIDOL,4,Small molecule,1,,D2-like dopamine receptor,DRD4,ANTAGONIST
DROSPIRENONE,4,Small molecule,1,,Mineralocorticoid receptor,NR3C2,ANTAGONIST
DROSPIRENONE,4,Small molecule,1,,Progesterone receptor,PGR,AGONIST
DROXIDOPA,4,Small molecule,1,,Adrenergic receptor,ADRB3,AGONIST
DULOXETINE HYDROCHLORIDE,4,Small molecule,1,,Sodium-dependent noradrenaline transporter,SLC6A2,INHIBITOR
DULOXETINE HYDROCHLORIDE,4,Small molecule,1,,Sodium-dependent serotonin transporter,SLC6A4,INHIBITOR
DUTASTERIDE,4,Small molecule,1,,Steroid 5-alpha-reductase,SRD5A3,INHIBITOR
DUVELISIB MONOHYDRATE,4,Small molecule,1,,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",PIK3CD,INHIBITOR
DUVELISIB MONOHYDRATE,4,Small molecule,1,,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",PIK3CG,INHIBITOR
DYCLONINE HYDROCHLORIDE,4,Small molecule,1,,Sodium channel alpha subunit,SCN9A,BLOCKER
DYDROGESTERONE,4,Small molecule,1,,Progesterone receptor,PGR,AGONIST
DYPHYLLINE,4,Small molecule,1,,Phosphodiesterase 4,PDE4D,INHIBITOR
DYPHYLLINE,4,Small molecule,1,,"cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A",PDE3A,INHIBITOR
ECHOTHIOPHATE,4,Small molecule,1,,Acetylcholinesterase,ACHE,INHIBITOR
ECHOTHIOPHATE IODIDE,4,Small molecule,1,,Acetylcholinesterase,ACHE,INHIBITOR
ECONAZOLE NITRATE,4,Small molecule,1,,Lanosterol 14-alpha demethylase,ERG11,INHIBITOR
EDETATE DISODIUM,4,Small molecule,1,,Calcium,,CHELATING AGENT
EDOXABAN TOSYLATE,4,Small molecule,1,,Coagulation factor X,F10,INHIBITOR
EDROPHONIUM CHLORIDE,4,Small molecule,1,,Acetylcholinesterase,ACHE,INHIBITOR
EFAVIRENZ,4,Small molecule,1,,Human immunodeficiency virus type 1 reverse transcriptase,pol,INHIBITOR
EFINACONAZOLE,4,Small molecule,1,,Lanosterol 14-alpha demethylase,,INHIBITOR
EFLORNITHINE HYDROCHLORIDE,4,Small molecule,1,,Ornithine decarboxylase,ODC1,INHIBITOR
ELACESTRANT,4,Small molecule,1,,Estrogen receptor,ESR1,DEGRADER
ELACESTRANT HYDROCHLORIDE,4,Small molecule,1,,Estrogen receptor,ESR1,DEGRADER
ELAFIBRANOR,4,Small molecule,1,,Peroxisome proliferator-activated receptor alpha,PPARA,AGONIST
ELAFIBRANOR,4,Small molecule,1,,Peroxisome proliferator-activated receptor delta,PPARD,AGONIST
ELAGOLIX,4,Small molecule,1,,Gonadotropin-releasing hormone receptor,GNRHR,ANTAGONIST
ELAGOLIX SODIUM,4,Small molecule,1,,Gonadotropin-releasing hormone receptor,GNRHR,ANTAGONIST
ELBASVIR,4,Small molecule,1,,Nonstructural protein 5A,NS5A,INHIBITOR
ELETRIPTAN HYDROBROMIDE,4,Small molecule,1,,5-hydroxytryptamine receptor 1B,HTR1B,AGONIST
ELETRIPTAN HYDROBROMIDE,4,Small molecule,1,,5-hydroxytryptamine receptor 1D,HTR1D,AGONIST
ELETRIPTAN HYDROBROMIDE,4,Small molecule,1,,5-hydroxytryptamine receptor 1F,HTR1F,AGONIST
ELIGLUSTAT TARTRATE,4,Small molecule,1,,Ceramide glucosyltransferase,UGCG,INHIBITOR
ELTROMBOPAG CHOLINE,4,Small molecule,1,,Thrombopoietin receptor,MPL,AGONIST
ELTROMBOPAG OLAMINE,4,Small molecule,1,,Thrombopoietin receptor,MPL,AGONIST
ELUXADOLINE,4,Small molecule,1,,Mu-type opioid receptor,OPRM1,AGONIST
ELVITEGRAVIR,4,Small molecule,1,,Human immunodeficiency virus type 1 integrase,pol,INHIBITOR
EMEDASTINE DIFUMARATE,4,Small molecule,1,,Histamine H1 receptor,HRH1,ANTAGONIST
EMPAGLIFLOZIN,4,Small molecule,1,,Sodium/glucose cotransporter 2,SLC5A2,INHIBITOR
EMTRICITABINE,4,Small molecule,1,,Human immunodeficiency virus type 1 reverse transcriptase,pol,INHIBITOR
ENALAPRIL MALEATE,4,Small molecule,1,,Angiotensin-converting enzyme,ACE,INHIBITOR
ENALAPRILAT,4,Small molecule,1,,Angiotensin-converting enzyme,ACE,INHIBITOR
ENASIDENIB MESYLATE,4,Small molecule,1,,"Isocitrate dehydrogenase [NADP], mitochondrial",IDH2,INHIBITOR
ENCORAFENIB,4,Small molecule,1,,Serine/threonine-protein kinase B-raf,BRAF,INHIBITOR
ENFLURANE,4,Small molecule,1,,GABA-A receptor; anion channel,GABRQ,POSITIVE MODULATOR
ENFLURANE,4,Small molecule,1,,Glycine receptor (alpha-1/beta),GLRB,POSITIVE MODULATOR
ENFLURANE,4,Small molecule,1,,Potassium channel subfamily K member 10,KCNK10,OPENER
ENFLURANE,4,Small molecule,1,,Potassium channel subfamily K member 18,KCNK18,OPENER
ENFLURANE,4,Small molecule,1,,Potassium channel subfamily K member 2,KCNK2,OPENER
ENFLURANE,4,Small molecule,1,,Potassium channel subfamily K member 3,KCNK3,OPENER
ENFLURANE,4,Small molecule,1,,Potassium channel subfamily K member 9,KCNK9,OPENER
ENOXACIN,4,Small molecule,1,,DNA gyrase,gyrB,INHIBITOR
ENOXACIN,4,Small molecule,1,,Topoisomerase IV,topB,INHIBITOR
ENOXIMONE,3,Small molecule,1,,Phosphodiesterase 3,PDE3B,INHIBITOR
ENSARTINIB,4,Small molecule,1,,ALK tyrosine kinase receptor,ALK,INHIBITOR
ENSIFENTRINE,4,Small molecule,1,,Phosphodiesterase 3,PDE3B,INHIBITOR
ENSIFENTRINE,4,Small molecule,1,,Phosphodiesterase 4,PDE4D,INHIBITOR
ENTACAPONE,4,Small molecule,1,,Catechol O-methyltransferase,COMT,INHIBITOR
ENTECAVIR,4,Small molecule,1,,DNA polymerase/reverse transcriptase,P,INHIBITOR
ENTRECTINIB,4,Small molecule,1,,ALK tyrosine kinase receptor,ALK,INHIBITOR
ENTRECTINIB,4,Small molecule,1,,Neurotrophic tyrosine kinase receptor,NTRK3,INHIBITOR
ENTRECTINIB,4,Small molecule,1,,Proto-oncogene tyrosine-protein kinase ROS,ROS1,INHIBITOR
ENZALUTAMIDE,4,Small molecule,1,,Androgen receptor,AR,ANTAGONIST
EPHEDRINE HYDROCHLORIDE,4,Small molecule,1,,Adrenergic receptor,ADRB3,AGONIST
EPHEDRINE SULFATE,4,Small molecule,1,,Adrenergic receptor,ADRB3,AGONIST
EPINASTINE HYDROCHLORIDE,4,Small molecule,1,,Histamine H1 receptor,HRH1,ANTAGONIST
EPINEPHRINE,4,Small molecule,1,,Adrenergic receptor,ADRB3,AGONIST
EPINEPHRINE BITARTRATE,4,Small molecule,1,,Adrenergic receptor,ADRB3,AGONIST
EPIRUBICIN HYDROCHLORIDE,4,Small molecule,1,,DNA,,INHIBITOR
EPLERENONE,4,Small molecule,1,,Mineralocorticoid receptor,NR3C2,ANTAGONIST
EPOPROSTENOL SODIUM,4,Small molecule,1,,Prostacyclin receptor,PTGIR,AGONIST
EPROSARTAN MESYLATE,4,Small molecule,1,,Type-1 angiotensin II receptor,AGTR1,ANTAGONIST
ERAVACYCLINE,4,Small molecule,1,,Bacterial 70S ribosome,ykgO,INHIBITOR
ERAVACYCLINE DIHYDROCHLORIDE,4,Small molecule,1,,Bacterial 70S ribosome,ykgO,INHIBITOR
ERDAFITINIB,4,Small molecule,1,,Fibroblast growth factor receptor,FGFR4,INHIBITOR
ERGOCALCIFEROL,4,Small molecule,1,,Vitamin D3 receptor,VDR,AGONIST
ERGOTAMINE TARTRATE,4,Small molecule,1,,5-hydroxytryptamine receptor 1D,HTR1D,AGONIST
ERGOTAMINE TARTRATE,4,Small molecule,1,,Adrenergic receptor alpha,ADRA2C,AGONIST
ERIBULIN MESYLATE,4,Small molecule,1,,Tubulin,TUBB8,INHIBITOR
ERLOTINIB HYDROCHLORIDE,4,Small molecule,1,,Epidermal growth factor receptor,EGFR,INHIBITOR
ERTAPENEM,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
ERTAPENEM,4,Small molecule,1,,Cell shape peptidoglycan synthetase penicillin-binding protein 2,pbpA,INHIBITOR
ERTAPENEM,4,Small molecule,1,,"Peptidoglycan D,D-transpeptidase FtsI",ftsI,INHIBITOR
ERTAPENEM SODIUM,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
ERTUGLIFLOZIN,4,Small molecule,1,,Sodium/glucose cotransporter 2,SLC5A2,INHIBITOR
ERTUGLIFLOZIN PIDOLATE,4,Small molecule,1,,Sodium/glucose cotransporter 2,SLC5A2,INHIBITOR
ERYTHROMYCIN,4,Small molecule,1,,Bacterial 70S ribosome,ykgO,INHIBITOR
ERYTHROMYCIN ESTOLATE,4,Small molecule,1,,Bacterial 70S ribosome,ykgO,INHIBITOR
ERYTHROMYCIN ETHYLSUCCINATE,4,Small molecule,1,,Bacterial 70S ribosome,ykgO,INHIBITOR
ERYTHROMYCIN GLUCEPTATE,4,Small molecule,1,,Bacterial 70S ribosome,ykgO,INHIBITOR
ERYTHROMYCIN LACTOBIONATE,4,Small molecule,1,,Bacterial 70S ribosome,ykgO,INHIBITOR
ERYTHROMYCIN STEARATE,4,Small molecule,1,,Bacterial 70S ribosome,ykgO,INHIBITOR
ESCITALOPRAM OXALATE,4,Small molecule,1,,Sodium-dependent serotonin transporter,SLC6A4,INHIBITOR
ESKETAMINE,4,Small molecule,1,,Glutamate [NMDA] receptor,GRIN3B,NEGATIVE ALLOSTERIC MODULATOR
ESKETAMINE HYDROCHLORIDE,4,Small molecule,1,,Glutamate [NMDA] receptor,GRIN3B,NEGATIVE ALLOSTERIC MODULATOR
ESLICARBAZEPINE,2,Small molecule,1,,Sodium channel alpha subunit,SCN9A,BLOCKER
ESLICARBAZEPINE ACETATE,4,Small molecule,1,,Sodium channel alpha subunit,SCN9A,BLOCKER
ESMOLOL HYDROCHLORIDE,4,Small molecule,1,,Beta-1 adrenergic receptor,ADRB1,ANTAGONIST
ESMOLOL HYDROCHLORIDE,4,Small molecule,1,,Beta-2 adrenergic receptor,ADRB2,ANTAGONIST
ESOMEPRAZOLE MAGNESIUM,4,Small molecule,1,,Potassium-transporting ATPase,ATP4B,INHIBITOR
ESOMEPRAZOLE SODIUM,4,Small molecule,1,,Potassium-transporting ATPase,ATP4B,INHIBITOR
ESOMEPRAZOLE STRONTIUM,4,Small molecule,1,,Potassium-transporting ATPase,ATP4B,INHIBITOR
ESTAZOLAM,4,Small molecule,1,,GABA-A receptor; anion channel,GABRQ,POSITIVE ALLOSTERIC MODULATOR
ESTETROL,4,Small molecule,1,,Estrogen receptor,ESR2,AGONIST
ESTRADIOL,4,Small molecule,1,,Estrogen receptor,ESR1,AGONIST
ESTRADIOL ACETATE,4,Small molecule,1,,Estrogen receptor,ESR1,AGONIST
ESTRADIOL CYPIONATE,4,Small molecule,1,,Estrogen receptor,ESR1,AGONIST
ESTRADIOL VALERATE,4,Small molecule,1,,Estrogen receptor,ESR1,AGONIST
ESTRAMUSTINE PHOSPHATE SODIUM,4,Small molecule,1,,DNA,,INHIBITOR
ESTRAMUSTINE PHOSPHATE SODIUM,4,Small molecule,1,,Estrogen receptor beta,ESR2,MODULATOR
ESTRIOL,4,Small molecule,1,,Estrogen receptor,ESR2,MODULATOR
ESTRONE,4,Small molecule,1,,Estrogen receptor,ESR1,AGONIST
ESTROPIPATE,4,Small molecule,1,,Estrogen receptor,ESR1,AGONIST
ESZOPICLONE,4,Small molecule,1,,GABA-A receptor; anion channel,GABRQ,POSITIVE ALLOSTERIC MODULATOR
ETHACRYNATE SODIUM,4,Small molecule,1,,Solute carrier family 12 member 1,SLC12A1,INHIBITOR
ETHACRYNIC ACID,4,Small molecule,1,,Solute carrier family 12 member 1,SLC12A1,INHIBITOR
ETHAMBUTOL HYDROCHLORIDE,4,Small molecule,1,,Probable arabinosyltransferase A,embA,INHIBITOR
ETHANOLAMINE OLEATE,4,Small molecule,1,,Calcium,,CHELATING AGENT
ETHCHLORVYNOL,4,Small molecule,1,,GABA-A receptor; anion channel,GABRQ,POSITIVE MODULATOR
ETHINYL ESTRADIOL,4,Small molecule,1,,Estrogen receptor,ESR1,AGONIST
ETHIONAMIDE,4,Small molecule,1,,Enoyl-[acyl-carrier-protein] reductase [NADH],inhA,INHIBITOR
ETHOPROPAZINE HYDROCHLORIDE,4,Small molecule,1,,Muscarinic acetylcholine receptor M1,CHRM1,ANTAGONIST
ETHOSUXIMIDE,4,Small molecule,1,,Voltage-gated T-type calcium channel,CACNA1I,BLOCKER
ETHOTOIN,4,Small molecule,1,,Sodium channel alpha subunit,SCN9A,BLOCKER
ETHOXZOLAMIDE,4,Small molecule,1,,Carbonic anhydrase,CA9,INHIBITOR
ETHYLESTRENOL,4,Small molecule,1,,Androgen receptor,AR,AGONIST
ETHYNODIOL DIACETATE,4,Small molecule,1,,Progesterone receptor,PGR,AGONIST
ETIDOCAINE HYDROCHLORIDE,4,Small molecule,1,,Sodium channel alpha subunit,SCN9A,BLOCKER
ETIDRONATE DISODIUM,4,Small molecule,1,,ATP,,INHIBITOR
ETODOLAC,4,Small molecule,1,,Prostaglandin G/H synthase 2,PTGS2,INHIBITOR
ETOGLUCID,2,Small molecule,1,,DNA,,CROSS-LINKING AGENT
ETOMIDATE,4,Small molecule,1,,GABA-A receptor; anion channel,GABRQ,POSITIVE MODULATOR
ETONOGESTREL,4,Small molecule,1,,Progesterone receptor,PGR,AGONIST
ETOPOSIDE,4,Small molecule,1,,DNA topoisomerase II,TOP2B,INHIBITOR
ETOPOSIDE PHOSPHATE,4,Small molecule,1,,DNA topoisomerase 2-alpha,TOP2A,INHIBITOR
ETORICOXIB,4,Small molecule,1,,Prostaglandin G/H synthase 2,PTGS2,INHIBITOR
ETRASIMOD,4,Small molecule,1,,Sphingosine 1-phosphate receptor 1,S1PR1,AGONIST
ETRASIMOD ARGININE,4,Small molecule,1,,Sphingosine 1-phosphate receptor 1,S1PR1,MODULATOR
ETRASIMOD ARGININE,4,Small molecule,1,,Sphingosine 1-phosphate receptor 4,S1PR4,MODULATOR
ETRASIMOD ARGININE,4,Small molecule,1,,Sphingosine 1-phosphate receptor 5,S1PR5,MODULATOR
ETRAVIRINE,4,Small molecule,1,,Human immunodeficiency virus type 1 reverse transcriptase,pol,INHIBITOR
ETRETINATE,4,Small molecule,1,,Retinoid receptor,RXRG,AGONIST
EVEROLIMUS,4,Small molecule,1,,Peptidyl-prolyl cis-trans isomerase FKBP1A,FKBP1A,INHIBITOR
EXEMESTANE,4,Small molecule,1,,Aromatase,CYP19A1,INHIBITOR
EZETIMIBE,4,Small molecule,1,,NPC1-like intracellular cholesterol transporter 1,NPC1L1,INHIBITOR
EZOGABINE,4,Small molecule,1,,KCNQ (Kv7) potassium channel,KCNQ5,OPENER
FAMCICLOVIR,4,Small molecule,1,,DNA polymerase catalytic subunit,,INHIBITOR
FAMOTIDINE,4,Small molecule,1,,Histamine H2 receptor,HRH2,ANTAGONIST
FEBUXOSTAT,4,Small molecule,1,,Xanthine dehydrogenase/oxidase,XDH,INHIBITOR
FEDRATINIB,4,Small molecule,1,,Receptor-type tyrosine-protein kinase FLT3,FLT3,INHIBITOR
FEDRATINIB,4,Small molecule,1,,Tyrosine-protein kinase JAK2,JAK2,INHIBITOR
FEDRATINIB HYDROCHLORIDE,4,Small molecule,1,,Receptor-type tyrosine-protein kinase FLT3,FLT3,INHIBITOR
FEDRATINIB HYDROCHLORIDE,4,Small molecule,1,,Tyrosine-protein kinase JAK2,JAK2,INHIBITOR
FELBAMATE,4,Small molecule,1,,Glutamate [NMDA] receptor,GRIN3B,ANTAGONIST
FELODIPINE,4,Small molecule,1,,Mineralocorticoid receptor,NR3C2,ANTAGONIST
FELODIPINE,4,Small molecule,1,,Voltage-gated L-type calcium channel,CACNA1S,BLOCKER
FENBENDAZOLE,2,Small molecule,1,,Tubulin beta chain,TUB2,BINDING AGENT
FENCLOFENAC,4,Small molecule,1,,Cyclooxygenase,PTGS2,INHIBITOR
FENFLURAMINE HYDROCHLORIDE,4,Small molecule,1,,5-hydroxytryptamine receptor 1D,HTR1D,AGONIST
FENFLURAMINE HYDROCHLORIDE,4,Small molecule,1,,5-hydroxytryptamine receptor 2C,HTR2C,AGONIST
FENFLURAMINE HYDROCHLORIDE,4,Small molecule,1,,Sigma non-opioid intracellular receptor 1,SIGMAR1,ANTAGONIST
FENOFIBRATE,4,Small molecule,1,,Peroxisome proliferator-activated receptor alpha,PPARA,AGONIST
FENOFIBRIC ACID,4,Small molecule,1,,Peroxisome proliferator-activated receptor alpha,PPARA,AGONIST
FENOLDOPAM MESYLATE,4,Small molecule,1,,D(1A) dopamine receptor,DRD1,AGONIST
FENOPROFEN CALCIUM,4,Small molecule,1,,Cyclooxygenase,PTGS2,INHIBITOR
FENOTEROL,4,Small molecule,1,,Beta-2 adrenergic receptor,ADRB2,AGONIST
FENTANYL,4,Small molecule,1,,Mu-type opioid receptor,OPRM1,AGONIST
FENTANYL CITRATE,4,Small molecule,1,,Mu-type opioid receptor,OPRM1,AGONIST
FENTANYL HYDROCHLORIDE,4,Small molecule,1,,Mu-type opioid receptor,OPRM1,AGONIST
FERRIC CITRATE,4,Small molecule,1,,Phosphate,,SEQUESTERING AGENT
FERRIC OXYHYDROXIDE,4,Small molecule,1,,Phosphate,,SEQUESTERING AGENT
FESOTERODINE FUMARATE,4,Small molecule,1,,Muscarinic acetylcholine receptor M2,CHRM2,ANTAGONIST
FESOTERODINE FUMARATE,4,Small molecule,1,,Muscarinic acetylcholine receptor M3,CHRM3,ANTAGONIST
FEXOFENADINE HYDROCHLORIDE,4,Small molecule,1,,Histamine H1 receptor,HRH1,ANTAGONIST
FEZOLINETANT,4,Small molecule,1,,Neuromedin-K receptor,TACR3,ANTAGONIST
FIDAXOMICIN,4,Small molecule,1,,DNA-directed RNA polymerase,rpoZ,INHIBITOR
FILGOTINIB,4,Small molecule,1,,Non-receptor tyrosine-protein kinase TYK2,TYK2,INHIBITOR
FILGOTINIB,4,Small molecule,1,,Tyrosine-protein kinase JAK1,JAK1,INHIBITOR
FILGOTINIB,4,Small molecule,1,,Tyrosine-protein kinase JAK2,JAK2,INHIBITOR
FILGOTINIB,4,Small molecule,1,,Tyrosine-protein kinase JAK3,JAK3,INHIBITOR
FILGOTINIB MALEATE,4,Small molecule,1,,Non-receptor tyrosine-protein kinase TYK2,TYK2,INHIBITOR
FILGOTINIB MALEATE,4,Small molecule,1,,Tyrosine-protein kinase JAK1,JAK1,INHIBITOR
FILGOTINIB MALEATE,4,Small molecule,1,,Tyrosine-protein kinase JAK2,JAK2,INHIBITOR
FILGOTINIB MALEATE,4,Small molecule,1,,Tyrosine-protein kinase JAK3,JAK3,INHIBITOR
FINAFLOXACIN,4,Small molecule,1,,DNA gyrase,gyrB,INHIBITOR
FINAFLOXACIN,4,Small molecule,1,,Topoisomerase IV,parE,INHIBITOR
FINASTERIDE,4,Small molecule,1,,3-oxo-5-alpha-steroid 4-dehydrogenase 2,SRD5A2,INHIBITOR
FINERENONE,4,Small molecule,1,,Mineralocorticoid receptor,NR3C2,ANTAGONIST
FINGOLIMOD HYDROCHLORIDE,4,Small molecule,1,,Sphingosine 1-phosphate receptor,S1PR5,AGONIST
FINGOLIMOD LAURYL SULFATE,4,Small molecule,1,,Sphingosine 1-phosphate receptor,S1PR5,BINDING AGENT
FLAVOXATE HYDROCHLORIDE,4,Small molecule,1,,Phosphodiesterase 4,PDE4D,INHIBITOR
FLAVOXATE HYDROCHLORIDE,4,Small molecule,1,,Phosphodiesterase 7,PDE7B,INHIBITOR
FLAVOXATE HYDROCHLORIDE,4,Small molecule,1,,Phosphodiesterase 8,PDE8B,INHIBITOR
FLECAINIDE ACETATE,4,Small molecule,1,,Sodium channel protein type 5 subunit alpha,SCN5A,BLOCKER
FLOXACILLIN,3,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
FLOXURIDINE,4,Small molecule,1,,Thymidylate synthase,TYMS,INHIBITOR
FLUCONAZOLE,4,Small molecule,1,,Lanosterol 14-alpha demethylase,ERG11,INHIBITOR
FLUCYTOSINE,4,Small molecule,1,,Thymidylate synthase,TMP1,INHIBITOR
FLUDARABINE PHOSPHATE,4,Small molecule,1,,DNA polymerase (alpha/delta/epsilon),PRIM2,INHIBITOR
FLUDARABINE PHOSPHATE,4,Small molecule,1,,Ribonucleoside-diphosphate reductase RR1,RRM2B,INHIBITOR
FLUDROCORTISONE ACETATE,4,Small molecule,1,,Mineralocorticoid receptor,NR3C2,AGONIST
FLUMAZENIL,4,Small molecule,1,,GABA-A receptor; anion channel,GABRQ,ALLOSTERIC ANTAGONIST
FLUMETHASONE PIVALATE,4,Small molecule,1,,Glucocorticoid receptor,NR3C1,AGONIST
FLUNISOLIDE,4,Small molecule,1,,Glucocorticoid receptor,NR3C1,AGONIST
FLUNITRAZEPAM,4,Small molecule,1,,GABA-A receptor; anion channel,GABRQ,POSITIVE ALLOSTERIC MODULATOR
FLUOCINOLONE ACETONIDE,4,Small molecule,1,,Glucocorticoid receptor,NR3C1,AGONIST
FLUOCINONIDE,4,Small molecule,1,,Glucocorticoid receptor,NR3C1,AGONIST
FLUOROMETHOLONE,4,Small molecule,1,,Glucocorticoid receptor,NR3C1,AGONIST
FLUOROMETHOLONE ACETATE,4,Small molecule,1,,Glucocorticoid receptor,NR3C1,AGONIST
FLUOROURACIL,4,Small molecule,1,,DNA,,INHIBITOR
FLUOROURACIL,4,Small molecule,1,,RNA,,INHIBITOR
FLUOROURACIL,4,Small molecule,1,,Thymidylate synthase,TYMS,INHIBITOR
FLUOXETINE HYDROCHLORIDE,4,Small molecule,1,,Sodium-dependent serotonin transporter,SLC6A4,INHIBITOR
FLUOXYMESTERONE,4,Small molecule,1,,Androgen receptor,AR,AGONIST
FLUPHENAZINE DECANOATE,4,Small molecule,1,,D(2) dopamine receptor,DRD2,ANTAGONIST
FLUPHENAZINE ENANTHATE,4,Small molecule,1,,D(2) dopamine receptor,DRD2,ANTAGONIST
FLUPHENAZINE HYDROCHLORIDE,4,Small molecule,1,,D(2) dopamine receptor,DRD2,ANTAGONIST
FLUPREDNISOLONE,4,Small molecule,1,,Glucocorticoid receptor,NR3C1,AGONIST
FLURANDRENOLIDE,4,Small molecule,1,,Glucocorticoid receptor,NR3C1,AGONIST
FLURAZEPAM HYDROCHLORIDE,4,Small molecule,1,,GABA-A receptor; anion channel,GABRQ,POSITIVE ALLOSTERIC MODULATOR
FLURBIPROFEN,4,Small molecule,1,,Cyclooxygenase,PTGS2,INHIBITOR
FLURBIPROFEN SODIUM,4,Small molecule,1,,Cyclooxygenase,PTGS2,INHIBITOR
FLUSPIRILENE,3,Small molecule,1,,D(2) dopamine receptor,DRD2,INHIBITOR
FLUTAMIDE,4,Small molecule,1,,Androgen receptor,AR,ANTAGONIST
FLUTICASONE FUROATE,4,Small molecule,1,,Glucocorticoid receptor,NR3C1,AGONIST
FLUTICASONE PROPIONATE,4,Small molecule,1,,Glucocorticoid receptor,NR3C1,AGONIST
FLUVASTATIN SODIUM,4,Small molecule,1,,3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMGCR,INHIBITOR
FLUVOXAMINE MALEATE,4,Small molecule,1,,Sodium-dependent serotonin transporter,SLC6A4,INHIBITOR
FOMEPIZOLE,4,Small molecule,1,,Alcohol dehydrogenase class I,ADH1C,INHIBITOR
FORMOTEROL FUMARATE,4,Small molecule,1,,Beta-2 adrenergic receptor,ADRB2,AGONIST
FOSAMPRENAVIR CALCIUM,4,Small molecule,1,,Human immunodeficiency virus type 1 protease,pol,INHIBITOR
FOSAPREPITANT DIMEGLUMINE,4,Small molecule,1,,Substance-P receptor,TACR1,ANTAGONIST
FOSCARNET SODIUM,4,Small molecule,1,,DNA polymerase catalytic subunit,,INHIBITOR
FOSFOMYCIN TROMETHAMINE,4,Small molecule,1,,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,murA,INHIBITOR
FOSINOPRIL SODIUM,4,Small molecule,1,,Angiotensin-converting enzyme,ACE,INHIBITOR
FOSNETUPITANT CHLORIDE HYDROCHLORIDE,4,Small molecule,1,,Substance-P receptor,TACR1,ANTAGONIST
FOSPHENYTOIN SODIUM,4,Small molecule,1,,Sodium channel alpha subunit,SCN9A,BLOCKER
FOSTAMATINIB,4,Small molecule,1,,Tyrosine-protein kinase SYK,SYK,INHIBITOR
FOSTAMATINIB DISODIUM,4,Small molecule,1,,Tyrosine-protein kinase SYK,SYK,INHIBITOR
FOSTEMSAVIR,4,Small molecule,1,,Envelope glycoprotein gp160,env,INHIBITOR
FOSTEMSAVIR TROMETHAMINE,4,Small molecule,1,,Envelope glycoprotein gp160,env,INHIBITOR
FROVATRIPTAN SUCCINATE,4,Small molecule,1,,5-hydroxytryptamine receptor 1B,HTR1B,AGONIST
FROVATRIPTAN SUCCINATE,4,Small molecule,1,,5-hydroxytryptamine receptor 1D,HTR1D,AGONIST
FRUQUINTINIB,4,Small molecule,1,,Vascular endothelial growth factor receptor,KDR,INHIBITOR
FULVESTRANT,4,Small molecule,1,,Estrogen receptor,ESR1,ANTAGONIST
FULVESTRANT,4,Small molecule,1,,Estrogen receptor,ESR1,DEGRADER
FURAZOLIDONE,4,Small molecule,1,,DNA,,INHIBITOR
FUROSEMIDE,4,Small molecule,1,,Solute carrier family 12 member 1,SLC12A1,INHIBITOR
FUSIDATE SODIUM,3,Small molecule,1,,Elongation factor G,fusA,INHIBITOR
FUSIDIC ACID,3,Small molecule,1,,Elongation factor G,fusA,INHIBITOR
FUTIBATINIB,4,Small molecule,1,,Fibroblast growth factor receptor,FGFR4,INHIBITOR
GABAPENTIN,4,Small molecule,1,,Voltage-gated calcium channel,CACNG8,MODULATOR
GABAPENTIN ENACARBIL,4,Small molecule,1,,Voltage-gated calcium channel,CACNG8,MODULATOR
